Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Left forearm;26,112200;-0,158203125;-1,1494140625;0,16357421875;126,724243164;73,3261108398;-126,976013184
Left biceps;26,115850;0,210693359375;-0,88037109375;0,29931640625;-27,9693603516;-86,0290527344;50,1022338867
Right hand;26,118933;1,04296875;-0,5888671875;0,048095703125;104,309082031;4,07409667969;104,042053223
Right forearm;26,120456;-0,614013671875;-0,48291015625;0,340576171875;-6,68334960938;34,7290039062;4,92858886719
Right biceps;26,127943;-0,1259765625;-1,15454101562;0,24267578125;-91,8350219727;36,6897583008;-30,2886962891
Left shoulder;26,131232;-0,258056640625;0,961669921875;0,338623046875;-6,40106201172;-20,3857421875;7,32421875
Right shoulder;26,132862;-0,32470703125;0,822509765625;0,410888671875;-3,18908691406;5,7373046875;-1,31988525391
Back pelvis;26,134266;0,81591796875;-0,009521484375;0,2548828125;-1,14440917969;-9,96398925781;-11,3296508789
Front pelvis;26,140500;1,08203125;-0,038330078125;-0,3203125;-31,7687988281;22,0794677734;-5,32531738281
Belly button;26,143526;0,393310546875;0,906005859375;0,11865234375;16,4642333984;8,41522216797;-6,34002685547
Sternum;26,145028;0,6787109375;0,1357421875;0,761962890625;43,1289672852;1,86920166016;37,239074707
Head;26,146539;0,958984375;-0,03662109375;-0,013671875;107,818603516;-20,1568603516;0,930786132812
Left thigh;26,148411;1,03491210938;-0,9287109375;0,581787109375;43,9300537109;200,233459473;-28,9459228516
Left tibia;26,151435;0,38623046875;-0,8388671875;-0,173095703125;-21,0952758789;-7,38525390625;67,1234130859
Left foot;26,152707;-0,731689453125;1,00219726562;1,04272460938;1,96838378906;238,357543945;231,109619141
Right thigh;26,153894;0,60302734375;-1,00146484375;-0,16455078125;-25,1007080078;16,9982910156;52,864074707
Right tibia;26,155389;-0,080078125;-1,19677734375;0,215576171875;5,82122802734;-59,9975585938;-110,733032227
Right foot;26,157792;-0,795166015625;0,06787109375;0,936767578125;142,967224121;136,131286621;72,0748901367
Left hand;26,159065;0,8125;0,181640625;0,210205078125;8,51440429688;9,46807861328;-5,47790527344
Left forearm;26,160316;-0,107177734375;-1,10668945312;0,15478515625;131,187438965;57,9986572266;-122,543334961
Left biceps;26,161504;0,152587890625;-0,916259765625;0,303955078125;-23,0331420898;-81,3522338867;42,4194335938
Right hand;26,164059;1,021484375;-0,576171875;-0,00537109375;101,455688477;4,67681884766;104,827880859
Right forearm;26,165243;-0,666748046875;-0,50244140625;0,366943359375;-6,61468505859;26,1306762695;13,542175293
Right biceps;26,166411;0,02197265625;-1,12548828125;0,203369140625;-71,1975097656;21,1715698242;-20,1797485352
Left shoulder;26,167675;-0,203369140625;0,958251953125;0,33447265625;4,20379638672;-37,1704101562;10,7269287109
Right shoulder;26,170040;-0,335693359375;0,749267578125;0,3779296875;-4,69207763672;14,8544311523;3,99017333984
Back pelvis;26,171208;0,913818359375;0,016845703125;0,25634765625;-13,9770507812;8,87298583984;-16,7694091797
Front pelvis;26,172373;0,602294921875;-0,32470703125;-0,0380859375;5,47790527344;34,1186523438;-5,94329833984
Belly button;26,173576;0,392578125;0,915771484375;0,087646484375;10,6582641602;1,78527832031;-6,37054443359
Sternum;26,175936;0,583740234375;0,073486328125;0,71240234375;51,1703491211;4,08935546875;40,3823852539
Head;26,177101;1,001953125;-0,025146484375;-0,006103515625;107,566833496;-19,4244384766;5,22613525391
Left thigh;26,178266;-0,1044921875;-0,5146484375;-0,138916015625;-97,5952148438;-109,12322998;-44,1284179688
Left tibia;26,179490;0,270751953125;-0,912841796875;-0,196533203125;-20,1034545898;-5,76782226562;66,9479370117
Left foot;26,181801;0,230712890625;1,02197265625;0,41552734375;44,1131591797;146,453857422;76,4007568359
Right thigh;26,183000;0,555419921875;-0,8125;-0,1416015625;-12,8784179688;-18,8293457031;61,9506835938
Right tibia;26,184199;0,046875;-1,3017578125;0,257080078125;1,94549560547;-48,7365722656;-145,660400391
Right foot;26,185426;-0,4345703125;-0,600341796875;0,66015625;112,983703613;158,798217773;-19,7525024414
Left hand;26,187849;0,83251953125;0,093994140625;0,21875;4,08172607422;13,0004882812;3,7841796875
Left forearm;26,189032;-0,1025390625;-1,03369140625;0,132080078125;132,07244873;47,477722168;-110,023498535
Left biceps;26,190182;0,162353515625;-0,932861328125;0,30078125;-18,2952880859;-73,4710693359;32,585144043
Right hand;26,191348;1,04028320312;-0,553955078125;-0,067626953125;126,571655273;0,869750976562;92,5064086914
Right forearm;26,194089;-0,674560546875;-0,6201171875;0,46826171875;-8,68225097656;-12,7258300781;21,2783813477
Right biceps;26,195314;-0,1142578125;-0,91552734375;0,234619140625;-51,3458251953;53,6575317383;-4,69970703125
Left shoulder;26,196483;-0,26416015625;1,02075195312;0,444580078125;19,2947387695;-55,1834106445;11,589050293
Right shoulder;26,197696;-0,365966796875;0,67529296875;0,3525390625;-3,28826904297;14,533996582;3,41796875
Back pelvis;26,200263;0,93701171875;0,01513671875;0,2900390625;-21,4920043945;-6,34765625;-12,9089355469
Front pelvis;26,201513;1,06494140625;0,237060546875;0,208740234375;21,2631225586;2,55584716797;-11,8942260742
Belly button;26,202764;0,383544921875;0,936767578125;0,0888671875;2,89154052734;5,25665283203;-9,14001464844
Sternum;26,203985;0,55419921875;-0,009765625;0,6171875;56,6940307617;-16,5328979492;42,4575805664
Head;26,206334;1,01196289062;-0,00732421875;0,005126953125;103,591918945;-13,557434082;5,97381591797
Left thigh;26,207572;-1,95361328125;-0,7275390625;1,57421875;99,6704101562;168,998718262;-16,2200927734
Left tibia;26,208754;0,38720703125;-0,853271484375;-0,121826171875;-19,8364257812;-16,6854858398;67,1768188477
Left foot;26,209922;0,113525390625;0,873291015625;0,626953125;110,748291016;107,246398926;50,6973266602
Right thigh;26,212400;0,50439453125;-0,77587890625;-0,1806640625;6,54602050781;-67,3522949219;75,1495361328
Right tibia;26,213567;0,005859375;-1,92431640625;0,575439453125;-10,139465332;-7,89642333984;-196,617126465
Right foot;26,214755;-0,40771484375;-0,635498046875;0,87841796875;81,5963745117;125,25177002;-15,9606933594
Left hand;26,215924;0,8720703125;0,062744140625;0,232177734375;14,8086547852;18,7377929688;19,8364257812
Left forearm;26,218241;-0,034912109375;-0,915283203125;0,1103515625;118,469238281;4,09698486328;-103,958129883
Left biceps;26,219453;0,165283203125;-0,9306640625;0,2900390625;-14,9154663086;-46,6613769531;27,0080566406
Right hand;26,220637;0,99365234375;-0,48876953125;-0,07861328125;124,664306641;-2,81524658203;84,3048095703
Right forearm;26,221790;-0,607177734375;-0,6640625;0,48095703125;-9,68170166016;-25,749206543;28,8162231445
Right biceps;26,224283;-0,30419921875;-0,651123046875;0,24072265625;-45,8679199219;36,0336303711;-29,9911499023
Left shoulder;26,225458;-0,017333984375;1,06640625;0,517578125;-4,62341308594;-62,1871948242;-6,80541992188
Right shoulder;26,226681;-0,328857421875;0,65869140625;0,3447265625;0,617980957031;15,380859375;1,0986328125
Back pelvis;26,227849;0,932861328125;-0,048828125;0,277587890625;-21,8963623047;-16,7999267578;-8,97216796875
Front pelvis;26,230154;1,1240234375;0,57470703125;-0,10693359375;-10,0860595703;-4,40216064453;-10,856628418
Belly button;26,231315;0,32080078125;1,02612304688;0,148681640625;2,57873535156;5,76782226562;-14,2822265625
Sternum;26,232487;0,568359375;-0,00244140625;0,627685546875;51,1474609375;-4,99725341797;39,6728515625
Head;26,233971;0,977294921875;-0,018798828125;0,011474609375;99,983215332;-13,4811401367;4,90570068359
Left thigh;26,236503;1,16528320312;-1,75854492188;-0,45703125;-84,4955444336;-125,846862793;65,9866333008
Left tibia;26,237701;0,568115234375;-0,81640625;-0,23095703125;-29,9758911133;-15,5944824219;86,6546630859
Left foot;26,238875;-0,73779296875;0,3115234375;0,4599609375;144,53125;-210,884094238;-14,7399902344
Right thigh;26,240048;0,544189453125;-0,62109375;-0,08056640625;18,0282592773;-124,588012695;62,5381469727
Right tibia;26,248569;-0,3408203125;-1,373046875;-0,19482421875;2,95257568359;51,4526367188;-168,891906738
Right foot;26,252028;-0,242919921875;-0,806396484375;1,02270507812;21,4385986328;155,876159668;-5,27954101562
Left hand;26,253565;0,89599609375;0,091796875;0,222412109375;25,2380371094;23,1018066406;37,5518798828
Left forearm;26,255868;0,015625;-0,88330078125;0,13232421875;103,240966797;-6,58416748047;-91,682434082
Left biceps;26,261834;0,1591796875;-0,999267578125;0,28515625;-14,3432617188;-31,4254760742;19,7601318359
Right hand;26,263511;0,89013671875;-0,475341796875;-0,059326171875;105,995178223;-7,60650634766;86,6622924805
Right forearm;26,265039;-0,578125;-0,6904296875;0,410888671875;-14,9612426758;-32,6156616211;33,4243774414
Right biceps;26,271972;-0,3095703125;-0,79150390625;0,285400390625;-18,9819335938;11,3143920898;-25,1388549805
Left shoulder;26,275084;0,0302734375;0,8515625;0,56494140625;-12,2985839844;-46,0433959961;-24,4598388672
Right shoulder;26,276612;-0,33740234375;0,724609375;0,3623046875;4,30297851562;16,6168212891;-2,08282470703
Back pelvis;26,278029;1,0478515625;-0,105224609375;0,254150390625;-21,9116210938;-2,17437744141;1,77001953125
Front pelvis;26,279513;0,7333984375;-0,003662109375;-0,0380859375;5,66864013672;11,8179321289;1,13677978516
Belly button;26,285622;0,262451171875;1,0751953125;0,1826171875;-9,74273681641;-13,6871337891;-21,858215332
Sternum;26,287209;0,6328125;0,0234375;0,7490234375;46,6690063477;2,43377685547;34,2407226562
Head;26,288647;1,07421875;-0,06787109375;0,00830078125;100,288391113;-12,9852294922;6,44683837891
Left thigh;26,291981;0,660888671875;-1,7392578125;-0,339111328125;-21,7971801758;115,989685059;10,5972290039
Left tibia;26,296252;0,351318359375;-0,997802734375;-0,371826171875;-26,4053344727;-38,7115478516;98,9685058594
Left foot;26,297527;0,160400390625;0,025390625;1,51977539062;178,527832031;-126,533508301;-7,55310058594
Right thigh;26,298876;0,582763671875;-0,57568359375;0,045654296875;65,1550292969;-156,242370605;70,8465576172
Right tibia;26,300172;0,990234375;0,2294921875;0,65380859375;-4,40216064453;-13,7481689453;-86,2274169922
Right foot;26,302983;-0,1318359375;-1,11547851562;1,11865234375;-30,0521850586;148,132324219;29,6249389648
Left hand;26,304240;0,90625;0,12158203125;0,21337890625;33,5311889648;24,169921875;51,5213012695
Left forearm;26,305420;0,10009765625;-0,83837890625;0,129638671875;82,8857421875;-1,99127197266;-67,3446655273
Left biceps;26,307085;0,205322265625;-1,01000976562;0,295166015625;-15,2969360352;-21,4996337891;15,5410766602
Right hand;26,309547;0,82275390625;-0,435302734375;-0,05419921875;94,2306518555;-13,6947631836;91,552734375
Right forearm;26,310848;-0,669921875;-0,93798828125;0,466064453125;-11,4059448242;-74,3713378906;47,9888916016
Right biceps;26,312107;-0,33056640625;-0,7919921875;0,25732421875;-23,5061645508;-7,29370117188;-17,204284668
Left shoulder;26,313359;0,011962890625;1,0263671875;0,608642578125;8,19396972656;-44,6701049805;-12,20703125
Right shoulder;26,315820;-0,337158203125;0,728759765625;0,35205078125;7,54547119141;13,671875;-2,83813476562
Back pelvis;26,317023;0,98779296875;-0,0478515625;0,2744140625;-23,1628417969;1,87683105469;6,97326660156
Front pelvis;26,318193;0,567138671875;-0,092529296875;0,114990234375;-17,8909301758;7,8125;3,59344482422
Belly button;26,319368;0,38623046875;1,04736328125;0,12744140625;-28,2669067383;-14,0991210938;-3,76129150391
Sternum;26,321716;0,677734375;0,05029296875;0,769775390625;40,8325195312;5,52368164062;31,4407348633
Head;26,322875;1,0380859375;-0,020751953125;0,008056640625;100,189208984;-17,8985595703;6,35528564453
Left thigh;26,324034;-0,3828125;-0,7529296875;-0,26025390625;-13,1378173828;136,611938477;43,4799194336
Left tibia;26,325190;0,248291015625;-1,15893554688;-0,078369140625;-10,9329223633;-70,7397460938;109,252929688
Left foot;26,327690;0,825439453125;0,267822265625;1,39135742188;167,938232422;-136,436462402;-82,4966430664
Right thigh;26,328889;0,624755859375;-0,61083984375;0,0634765625;68,3670043945;-142,456054688;47,7905273438
Right tibia;26,330065;0,60546875;-0,592041015625;-0,116455078125;22,4227905273;-143,592834473;33,6456298828
Right foot;26,331239;0,4638671875;-0,805908203125;1,37817382812;-96,0006713867;127,517700195;157,302856445
Left hand;26,333577;0,940185546875;0,153076171875;0,189697265625;45,3186035156;23,4680175781;61,0580444336
Left forearm;26,334763;0,031982421875;-0,8505859375;0,114501953125;54,7714233398;-0,67138671875;-15,6555175781
Left biceps;26,335940;0,244873046875;-1,35083007812;0,22509765625;-12,1841430664;4,92858886719;3,62396240234
Right hand;26,337128;0,789306640625;-0,384033203125;-0,070556640625;90,3854370117;-17,2424316406;87,6541137695
Right forearm;26,339573;-0,6865234375;-1,17358398438;0,435302734375;-12,4206542969;-65,8645629883;40,2679443359
Right biceps;26,340767;-0,3095703125;-0,837646484375;0,230224609375;-20,5078125;-9,55200195312;-14,7476196289
Left shoulder;26,341939;-0,0341796875;0,950439453125;0,55810546875;9,49096679688;-39,794921875;-16,1666870117
Right shoulder;26,343170;-0,35498046875;0,738525390625;0,33642578125;13,9007568359;17,448425293;-0,48828125
Back pelvis;26,345519;1,43408203125;-0,1953125;0,67529296875;-27,7938842773;-5,33294677734;12,5274658203
Front pelvis;26,346752;0,683349609375;0,1484375;0,067138671875;-26,9012451172;-4,81414794922;6,29425048828
Belly button;26,347940;0,550537109375;1,8271484375;0,0546875;-22,1481323242;-28,3203125;-5,85174560547
Sternum;26,349446;0,649658203125;0,008544921875;0,73828125;39,5965576172;11,5509033203;30,0521850586
Head;26,351970;1,037109375;-0,052490234375;0,018310546875;101,348876953;-21,110534668;8,23974609375
Left thigh;26,353146;-0,135986328125;-1,1865234375;-0,066650390625;-15,1596069336;134,452819824;44,6243286133
Left tibia;26,354337;0,70458984375;-1,32104492188;-0,37353515625;-3,44085693359;-92,2317504883;137,832641602
Left foot;26,355596;1,0595703125;0,21337890625;1,64379882812;151,504516602;-64,8498535156;-173,126220703
Right thigh;26,357952;0,469482421875;-0,658935546875;0,320556640625;54,9621582031;-124,298095703;13,2827758789
Right tibia;26,359198;0,593017578125;-0,1875;-0,013671875;4,75311279297;57,8460693359;66,1468505859
Right foot;26,360404;0,876220703125;-0,726806640625;1,8740234375;-111,625671387;143,287658691;165,000915527
Left hand;26,361567;0,978759765625;0,17822265625;0,174560546875;59,4329833984;21,484375;66,5130615234
Left forearm;26,363948;-0,09130859375;-0,857666015625;-0,001708984375;27,7481079102;-37,0407104492;21,0647583008
Left biceps;26,365121;0,03076171875;-1,08666992188;0,154541015625;-11,8255615234;78,3386230469;-47,5463867188
Right hand;26,366270;0,801025390625;-0,321533203125;-0,093994140625;90,5227661133;-21,5682983398;74,951171875
Right forearm;26,367488;-0,6201171875;-1,22875976562;0,3818359375;-4,8828125;-72,0138549805;43,7850952148
Right biceps;26,369794;-0,302490234375;-0,8876953125;0,247314453125;-9,521484375;-27,7404785156;6,23321533203
Left shoulder;26,370999;0,027587890625;0,876708984375;0,37646484375;3,34167480469;-31,1279296875;-31,7077636719
Right shoulder;26,372184;-0,388671875;0,773681640625;0,315673828125;21,0647583008;20,4391479492;0,198364257812
Back pelvis;26,373369;1,20288085938;0,07666015625;0,55810546875;-14,7857666016;-11,4517211914;24,0936279297
Front pelvis;26,376052;0,8759765625;0,250732421875;0,107666015625;-20,8358764648;-3,95202636719;3,93676757812
Belly button;26,377292;0,495361328125;1,09838867188;-0,645263671875;-24,4903564453;29,8919677734;2,59399414062
Sternum;26,378478;0,696533203125;-0,021484375;0,822509765625;38,6810302734;10,5514526367;28,7017822266
Head;26,379740;1,5625;-0,05908203125;-0,045166015625;105,880737305;-25,4516601562;10,8032226562
Left thigh;26,382081;-0,149658203125;-0,93359375;-0,01513671875;-20,4772949219;97,3587036133;47,004699707
Left tibia;26,383251;0,78662109375;-1,64111328125;0,58984375;-19,1421508789;-140,899658203;176,7578125
Left foot;26,384410;1,73901367188;-0,64013671875;1,35107421875;125,671386719;31,3262939453;-199,783325195
Right thigh;26,385554;-0,10693359375;-1,08715820312;0,3427734375;4,19616699219;-28,8162231445;-6,92749023438
Right tibia;26,387976;0,619140625;-0,061279296875;-0,031494140625;28,6865234375;52,3223876953;207,740783691
Right foot;26,389171;1,28637695312;-0,655517578125;1,09057617188;-142,143249512;125,862121582;124,76348877
Left hand;26,390704;0,943115234375;0,24365234375;0,16845703125;73,8143920898;16,0369873047;64,5599365234
Left forearm;26,391967;0,073486328125;-1,10668945312;0,076416015625;-4,48608398438;-57,2280883789;41,3665771484
Left biceps;26,394363;0,027099609375;-0,761962890625;0,127685546875;-3,61633300781;103,393554688;-38,5360717773
Right hand;26,395636;0,80615234375;-0,305419921875;-0,09326171875;90,1641845703;-29,3579101562;58,6090087891
Right forearm;26,396801;-0,5322265625;-1,0576171875;0,34765625;-2,09808349609;-82,8475952148;63,6749267578
Right biceps;26,397963;-0,381103515625;-1,01196289062;0,21142578125;3,11279296875;-76,7288208008;24,7573852539
Left shoulder;26,407900;0,034912109375;0,80029296875;0,383056640625;2,23541259766;-26,1840820312;-29,8233032227
Right shoulder;26,412068;-0,373779296875;0,822265625;0,292236328125;26,4129638672;15,251159668;0,0686645507812
Back pelvis;26,413616;0,940673828125;0,06884765625;0,23095703125;-33,317565918;7,4462890625;-21,9421386719
